0,1,2,3,4,5,6,7,1,2,3,4,5
0316064,無線網路概論,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法
0316065,無線網路概論,競技程式設計(一),訊號與系統,數值方法,組合語言與系統程式,數位訊號處理概論,影像處理概論,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法,高等UNIX程式設計
0316066,無線網路概論,競技程式設計(一),訊號與系統,電腦安全概論,數值方法,組合語言與系統程式,數位訊號處理概論,無線網路,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法
0316067,無線網路概論,網路通訊原理,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,組合語言與系統程式,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0316069,無線網路概論,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,電腦動畫與特效
0316070,網路通訊原理,無線網路概論,訊號與系統,組合語言與系統程式,物聯網應用設計與實作,數值方法,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦動畫與特效
0316071,密碼學概論,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,數位訊號處理概論,影像處理概論,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,演算法
0316073,無線網路概論,網路通訊原理,競技程式設計(一),訊號與系統,物聯網應用設計與實作,組合語言與系統程式,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺
0316074,無線網路概論,人工智慧概論,競技程式設計(一),電腦安全概論,組合語言與系統程式,影像處理概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦動畫與特效
0316076,網路通訊原理,競技程式設計(一),訊號與系統,數值方法,組合語言與系統程式,影像處理概論,數位訊號處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,演算法
0316077,網路通訊原理,無線網路概論,競技程式設計(一),電腦安全概論,組合語言與系統程式,影像處理概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0316078,無線網路概論,密碼學概論,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,組合語言與系統程式,無線網路,電腦動畫與特效,電腦視覺,虛擬實境與擴增實境,演算法
0316080,訊號與系統,物聯網應用設計與實作,數值方法,數位訊號處理概論,科技創業與營運,無人機自動飛航與電腦視覺概論,嵌入式系統設計概論與實作,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法
0316081,無線網路概論,網路通訊原理,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,影像處理概論,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺,演算法
0316083,密碼學概論,競技程式設計(一),訊號與系統,物聯網應用設計與實作,組合語言與系統程式,數值方法,數位訊號處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺
0316084,資料庫系統概論,網路通訊原理,人工智慧概論,無線網路概論,競技程式設計(一),訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0316085,無線網路概論,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,組合語言與系統程式,影像處理概論,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0316086,無線網路概論,網路通訊原理,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦動畫與特效,電腦視覺,虛擬實境與擴增實境
0316087,無線網路概論,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0316088,無線網路概論,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,組合語言與系統程式,數位遊戲與學習,高等UNIX程式設計,演算法,使用者經驗與易用性評估,作業系統設計與實作
0316089,無線網路概論,競技程式設計(一),訊號與系統,組合語言與系統程式,物聯網應用設計與實作,影像處理概論,數值方法,無線網路,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0316090,無線網路概論,網路通訊原理,訊號與系統,物聯網應用設計與實作,數值方法,組合語言與系統程式,影像處理概論,無線網路,電腦動畫與特效,電腦視覺,演算法,高等UNIX程式設計
0316091,無線網路概論,競技程式設計(一),物聯網應用設計與實作,數值方法,數位訊號處理概論,影像處理概論,科技創業與營運,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法
0316092,無線網路概論,競技程式設計(一),訊號與系統,電腦安全概論,數值方法,數位訊號處理概論,影像處理概論,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0316094,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,組合語言與系統程式,影像處理概論,數位訊號處理概論,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0316095,無線網路概論,訊號與系統,物聯網應用設計與實作,數值方法,影像處理概論,數位訊號處理概論,科技創業與營運,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法
0316096,網路通訊原理,密碼學概論,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺
0316097,無線網路概論,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,組合語言與系統程式,數位訊號處理概論,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0316098,無線網路概論,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計,演算法
0316100,密碼學概論,無線網路概論,競技程式設計(一),訊號與系統,組合語言與系統程式,物聯網應用設計與實作,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0316101,無線網路概論,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,組合語言與系統程式,數位訊號處理概論,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0316102,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,無線網路,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0316103,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺
0316104,無線網路概論,網路通訊原理,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,組合語言與系統程式,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0316105,網路通訊原理,無線網路概論,競技程式設計(一),訊號與系統,組合語言與系統程式,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0316107,網路通訊原理,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,數位訊號處理概論,電路與電子學(二),無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦動畫與特效
0316201,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,組合語言與系統程式,數位訊號處理概論,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法
0316202,無線網路概論,密碼學概論,競技程式設計(一),訊號與系統,物聯網應用設計與實作,數值方法,組合語言與系統程式,電腦視覺,電腦動畫與特效,虛擬實境與擴增實境,高等UNIX程式設計,演算法
0316203,無線網路概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,物聯網應用設計與實作,數值方法,高等UNIX程式設計,電腦視覺,電腦動畫與特效,演算法,作業系統設計與實作
0316204,資料庫系統概論,無線網路概論,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,數位遊戲與學習,電腦動畫與特效,電腦視覺,虛擬實境與擴增實境,演算法
0316205,人工智慧概論,競技程式設計(一),電腦安全概論,訊號與系統,組合語言與系統程式,數值方法,數位訊號處理概論,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0316206,無線網路概論,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數位遊戲與學習,電腦動畫與特效,高等UNIX程式設計,演算法,使用者經驗與易用性評估
0316207,無線網路概論,競技程式設計(一),電腦安全概論,物聯網應用設計與實作,數值方法,組合語言與系統程式,影像處理概論,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法
0316208,資料庫系統概論,密碼學概論,人工智慧概論,無線網路概論,競技程式設計(一),訊號與系統,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0316209,無線網路概論,競技程式設計(一),電腦安全概論,物聯網應用設計與實作,數值方法,組合語言與系統程式,影像處理概論,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法,使用者經驗與易用性評估
0316210,資料庫系統概論,無線網路概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,組合語言與系統程式,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,高等UNIX程式設計,電腦動畫與特效
0316211,無線網路概論,密碼學概論,競技程式設計(一),人工智慧概論,物聯網應用設計與實作,組合語言與系統程式,數位訊號處理概論,數位遊戲與學習,電腦動畫與特效,電腦視覺,虛擬實境與擴增實境,高等UNIX程式設計
0316212,無線網路概論,電腦安全概論,物聯網應用設計與實作,數值方法,組合語言與系統程式,影像處理概論,數位訊號處理概論,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法,使用者經驗與易用性評估
